,project,path,groundtruth,root-cause-name,root-cause-id
380,omron-circom,test_Where.circom,safe,,
381,passport-zk-circuits-9143bc7,test_CountNullifiers.circom,safe,,
382,passport-zk-circuits-9143bc7,test_Vote.circom,safe,,
383,risc0-to-bitvm2,iop_commit_impl.circom,safe,,
384,risc0-to-bitvm2,iop_init_impl.circom,safe,,
385,risc0-to-bitvm2,iop_rng_bits_impl.circom,safe,,
386,risc0-to-bitvm2,normalize_impl.circom,safe,,
387,risc0-to-bitvm2,to_bits_exact.circom,safe,,
388,risc0-to-bitvm2,valid_254.circom,safe,,
389,risc0-to-bitvm2,valid_baby_bear.circom,safe,,
390,zkKYC,age.circom,safe,,
391,zkKYC,attributeTree.circom,safe,,
392,zkKYC,commitment.circom,safe,,
393,zk_whitelist,test_Whitelist.circom,unsafe,Whitelist,[85]
394,circom-ecdsa-d87eb70,ECDSAVerifyNoPubkeyCheck@circom-ecdsa@n=64@k=4.circom,,,
395,circom-ecdsa-d87eb70,SSZRestoreMerkleRoot@telepathy@depth=2@index=2.circom,safe,,
396,circom-pairing-743d761,CoreVerifyPubkeyG1@circom-pairing@n=55@k=7.circom,safe,,
397,circom-pairing-743d761,LongToShortNoEndCarry@circom-pairing@n=32@k=3.circom,safe,,
398,darkforest-eth-9033eaf-fixed,CalculateTotal.circom,safe,,
399,darkforest-eth-9033eaf-fixed,QuinSelector.circom,unsafe,QuinSelector,
400,iden3-core-56a08f9,stateTransitionTest.circom,unsafe,Montgomery2Edwards,
401,internal,ArrayXOR@telepathy@n=4.circom,unsafe,ArrayXOR,[87]
402,internal,DivModN@veridise@n=13.circom,unsafe,DivMod,[86]
403,internal,Reward@veridise.circom,safe,,
404,internal,Rotate@telepathy.circom,unsafe,,
405,internal,SSZLayer@telepathy@numBytes=2.circom,unsafe,SSZLayer,[88]
406,internal,SSZLayer@telepathy@numBytes=64.circom,safe,,
407,internal,SSZRestoreMerkleRoot@telepathy@depth=2@index=2.circom,safe,,
